"","connector","x","y","z","skid1","skid2"
"3524",6739843,43973.07,64387.344,114120,580213,1382022
"3525",6739844,43849.926,64927.99,114120,1382022,580213
"3526",6739845,45626.215,60482.656,114080,1382011,1441872
"3527",6739876,44697.973,62503.906,114040,1946040,582306
"3528",6739886,46124.85,59268.3,114040,1946040,1416207
"3529",6739899,48452.51,56372.004,114040,1946040,1416198
"3530",6739913,49773.895,55340.42,114040,1946040,1416180
"3531",6739919,49496.51,55374.152,114040,992419,1946040
"3532",6739927,54020.59,52038.63,114040,1946040,1501899
"3533",6739929,85579.055,50678.406,114040,1986009,1420523
"3534",6739934,86805.37,51068.29,114040,1420496,1986009
"3535",6739944,89433.375,52531.08,114040,1416299,1986009
"3536",6739945,89780.53,52982.38,114040,1986009,1416299
"3537",6739949,90838.586,53783.676,114040,1348581,1986009
"3538",6739951,91300.125,54256.67,114040,1348581,1986009
"3539",6739955,92776.664,55829.004,114040,1986009,943145
"3540",6739965,95123.734,59274.016,114040,1986009,1463866
"3541",6739967,95160.24,59574.594,114040,1986009,1485960
"3542",6739968,95395.22,59438.418,114040,1986009,1844692
"3543",6739972,95341.49,60263.812,114040,1986009,1463859
"3544",6739973,95496.63,60578.285,114040,1986009,941766
"3545",6739974,95543.48,60966.62,114040,1986009,941766
"3546",6739975,95697.29,60669.617,114040,1986009,1844692
"3547",6739999,105232.875,77418.47,114040,1844513,1634043
"3548",6740021,103441.16,74431.984,114000,1634043,1945385
"3549",6740034,110366.92,89110.24,114000,1967299,1455464
"3550",6740059,94185.74,61157.062,118080,941766,1464822
"3551",6740061,93566.4,59459.04,118080,1463859,1464822
"3552",6740062,93478.82,59093.492,118040,1485960,1464822
"3553",6740063,91557.96,55903.07,118040,1420472,1460910
"3554",6740064,86600.46,52070.465,117960,1938856,1416299
"3555",6740072,88514.04,53006.27,117960,1938856,1420510
"3556",6740073,91607.18,55828.613,117920,1420472,1460910
"3557",6740084,79574.58,49733.5,117960,1945419,1484840
"3558",6740105,36218.07,90163.88,117960,1945437,1504488
"3559",6740112,37599.156,86701.555,117960,1810572,1945437
"3560",6740120,38763.652,83617.266,118000,1654526,1945437
"3561",6740163,32756.7,92709.234,117960,2144462,1382022
"3562",6740165,33582.715,91754.15,117960,2144462,1403353
"3563",6740167,30687.988,91976.63,117920,1945470,1654595
"3564",6740191,30150.645,92644.54,117920,1945470,1654595
"3565",6740201,29438.055,93834.01,117920,1945483,1654721
"3566",6740211,29500.508,92470.12,117920,1654721,1945483
"3567",6740218,29658.072,91809.49,117920,1382011,1945483
"3568",6740221,27734.383,86583.95,117920,1819927,1504375
"3569",6740223,28492.61,86323.86,117920,1504375,1819927
"3570",6740238,12481.247,124348.64,117920,1938651,1545549
"3571",6740243,12775.702,121702.83,117920,1545455,1938651
"3572",6740253,17610.473,112835.766,117280,1654696,1938651
"3573",6740286,12305.625,125762.82,118080,1545362,1938651
"3574",6740287,13484.417,123177.93,118080,1945529,1545589
"3575",6740386,13153.342,126770,118000,1945555,1545362
"3576",6740451,30322.818,119099.54,118000,1951842,1728870
"3577",6740453,30275.805,119398.16,118000,1951842,1728870
"3578",6740454,30244.738,119776.77,118000,1951842,1728870
"3579",6740584,42568.03,108896.04,105160,1685451,1945618
"3580",6740612,42066.055,112926.086,108920,1945618,1685451
"3581",6740615,41040.484,111825.86,108920,1685451,1945618
"3582",6740687,39837.22,112985.195,117880,1762815,1564364
"3583",6740691,40160.45,113258.94,117880,1762815,1564364
"3584",6740717,39634.844,112369.69,118840,1762815,1381112
"3585",6740738,37755.824,112876.03,119960,1381112,1762815
"3586",6740742,38263.027,111333.78,120000,1762815,1381112
"3587",6740747,37291.414,110201.45,120000,1381112,1762815
"3588",6740752,35976.457,109859.375,120000,1381121,1762815
"3589",6740778,39756.3,112591.484,118120,1381112,1762815
"3590",6740833,91183.54,128402.25,118040,1945780,1945775
"3591",6740908,92849.76,128512.055,118040,1314620,1945775
"3592",6740912,93222.07,128865.49,118040,1314620,1945775
"3593",6740920,94560.13,130205.26,118080,992337,1027911
"3594",6740921,95464.734,131366.83,118080,1945775,1027923
"3595",6740938,97198.22,132285.92,118080,1728847,1945775
"3596",6740942,97935.875,132789.73,118080,1945775,992337
"3597",6740944,98117.56,132791.42,118080,1945775,992337
"3598",6740946,98268.945,132573.61,118080,1368019,1945775
"3599",6740954,98936.83,132495.78,118080,1368019,1945775
"3600",6740961,99585.305,132033.05,118080,1945775,518764
"3601",6740968,100709.21,131469.53,118080,1945775,1057387
"3602",6740976,101360.49,130804.43,118080,519721,1945775
"3603",6741208,101059.92,131136.62,118000,1945775,1057387
"3604",6741211,100811.195,131400.81,118000,1057387,1945775
"3605",6741217,98980.04,132453.2,118000,1945775,1368019
"3606",6741218,99056.92,132667.42,118000,1945775,992344
"3607",6741224,97244.42,132286.73,118000,1945775,1728847
"3608",6741225,94631.83,130179.25,118000,1945775,1027911
"3609",6741231,93673.016,129268.62,118000,1420440,1945775
"3610",6741237,49237.53,128831.65,117960,992383,1032061
"3611",6741239,49433.746,128935.836,117960,992383,1032061
"3612",6741240,48637.117,128425.93,117920,1032061,1299789
"3613",6741250,48860.254,128788.3,118560,1033010,992383
"3614",6741251,48699.273,128626.2,118560,992383,1033010
"3615",6741252,49032.4,128944.57,118560,1032061,992383
"3616",6741253,49392.836,129250.03,118560,992383,1032061
"3617",6741254,49614.555,129623.56,118560,1032061,992383
"3618",6741255,49800.117,129672.52,118560,992383,1032061
"3619",6741256,57646.383,128749.73,118000,1938630,1367992
"3620",6741258,38640.35,109683.55,118000,1966439,1381112
"3621",6741263,38817.484,109348.05,118000,1966439,1381112
"3622",6741266,38304.742,109180.75,118000,1381112,1966439
"3623",6741267,37628.26,108776,118000,1762815,1381112
"3624",6741272,37655.523,108333.25,117720,1564364,1762815
"3625",6741283,45213.35,64632.332,118040,1382011,580213
"3626",6741286,45451.508,63936.68,118120,580213,1382011
"3627",6741297,46317.402,61836.59,118040,1946040,582306
"3628",6741304,47236.188,59942.797,118040,1441872,1946040
"3629",6741305,53524.918,53453.082,118000,1946040,1416244
"3630",6741307,53123.836,53413.047,118000,1946040,992419
"3631",6741308,77009.445,50345.176,122040,1938856,1484840
"3632",6741316,79022.414,50565.22,122040,1345883,1938856
"3633",6741322,88819.16,54369.723,121960,992429,1420472
"3634",6741339,91346.58,58564.125,121440,1485960,1464822
"3635",6741341,91958.92,60019.07,121440,941766,1464822
"3636",6741342,91023.766,57890.77,121200,1463866,1464822
"3637",6741344,91116.66,58162.207,121200,1485960,1464822
"3638",6741345,91372.23,58552.57,121200,1464822,1485960
"3639",6741348,100287.32,74039.3,121960,1946090,1460810
"3640",6741351,100681.99,74596.73,121960,1460810,1946090
"3641",6741355,100883.51,75036.75,121960,1460810,1946090
"3642",6741359,101851.3,99502.85,121880,1849438,1455507
"3643",6741360,100992.63,99483.62,121880,1645973,1849438
"3644",6741368,100189.78,107515.71,122000,1849438,1938805
"3645",6741370,100024.4,121682.625,122000,1028750,992365
"3646",6741371,97982.97,131778.3,122000,1946124,1057387
"3647",6741377,98731.914,131316.48,122000,1027959,1946124
"3648",6741382,96309.13,131941.31,122000,518764,1946124
"3649",6741389,94632.99,132039.97,122000,992344,1946124
"3650",6741394,95021.445,132215.14,121840,992344,1368019
"3651",6741396,87586.625,122417.86,122000,2237504,1584011
"3652",6741398,82248.02,122509.79,122000,2237504,1427985
"3653",6741400,72749.62,123279.89,122000,2237504,1403114
"3654",6741402,63857.34,122680.99,122000,2237504,1381985
"3655",6741408,62891.215,123342.766,122000,1441731,2237504
"3656",6741413,61709.293,123858.51,122000,2237504,1441731
"3657",6741414,58846.96,126370.96,122000,1946632,1395664
"3658",6741416,55233.527,129345.83,122000,1946632,1367992
"3659",6741419,54903.98,129681.8,122000,1367992,1946632
"3660",6741420,47938.906,129883.375,122000,1946632,1028407
"3661",6741422,49621.883,130863.75,122040,600071,1028389
"3662",6741424,48112.234,130347.74,122000,1028401,1946632
"3663",6741447,42922.703,123406.73,122080,1946208,1441731
"3664",6741512,34528.71,110917.25,125520,1946217,1654515
"3665",6741556,36502.266,101174.27,122000,1946217,1654515
"3666",6741560,36818.996,101504.14,122000,1381121,1654515
"3667",6741627,22974.193,120227.24,122000,1567204,1951842
"3668",6741628,22531.2,120043.73,122000,1951842,1567204
"3669",6741629,23277.559,120895.984,122000,1951842,1567204
"3670",6741630,23129.936,121441.7,122000,1951842,1567204
"3671",6741631,23311.174,121627.805,122000,1951842,1567204
"3672",6741632,20749.094,120873.06,122080,1951842,1567266
"3673",6741675,36786.24,110765.43,122000,1381121,1762815
"3674",6741683,37516.535,91246.8,122080,1946217,1654460
"3675",6741684,37578.867,90824.29,122080,1654460,1946217
"3676",6741685,43318.824,70377.51,122040,1848152,1504505
"3677",6741687,43437.055,70048.95,122040,1848152,1504505
"3678",6741689,44862.69,64037.24,122080,826263,1654595
"3679",6741691,44627.555,65074.94,122120,826263,575119
"3680",6741695,50432.387,56588.047,122040,2237633,1423327
"3681",6741697,59973.613,52543.438,122040,1946341,1501820
"3682",6741700,48465.086,131118.22,122000,1946632,1946349
"3683",6741721,16481.443,101473.22,121960,1381952,1946360
"3684",6741751,14477.222,98662.28,121960,1764323,1545285
"3685",6741753,14311.706,98832.47,121960,1764323,1545285
"3686",6741754,14523.239,99798.84,121960,1946386,1545285
"3687",6741934,52012.047,131580.36,122000,1946632,1367987
"3688",6741947,12595.795,119735.53,122000,1838129,1617669
"3689",6741951,12648.001,120346.45,122000,1838129,1617669
"3690",6741960,36883.59,121329.43,126040,1946208,1654460
"3691",6741963,37037.996,121750.76,126040,1654460,1946208
"3692",6741977,35339.69,115387.05,126080,1654526,1946217
"3693",6741978,35202.203,114554.49,126080,1946217,1654526
"3694",6741980,34987.223,113791.11,126080,1654526,1946217
"3695",6741981,34850.266,113380.86,126080,1946217,1654526
"3696",6741982,34396.582,109883.47,126040,1946466,1654526
"3697",6741985,34280.066,107776.945,126080,1654460,1946217
"3698",6741991,36955.09,74884.336,125960,1315028,1837957
"3699",6741992,37757.64,73771.695,125960,1837957,1315028
"3700",6741994,37313.2,74294.125,126000,1315028,1837957
"3701",6741995,39643.934,71705.44,126000,1939144,1315028
"3702",6741999,40836.785,69771.97,126000,1939144,1315028
"3703",6742001,40948.566,69536.42,126000,1939144,1315028
"3704",6742002,42755.07,66338.79,125960,1939144,575119
"3705",6742004,42605.453,66109.02,125960,915979,1939144
"3706",6742008,43126.863,65472.914,125960,580213,1939144
"3707",6742010,43325.074,65211.24,125960,575853,1939144
"3708",6742011,52288.918,55131,125960,1968173,1416227
"3709",6742013,76789.74,50714.594,125960,1946518,1486083
"3710",6742015,76733.77,50415.508,125960,1630844,1946518
"3711",6742017,77434.58,50988.07,125960,1420523,1946518
"3712",6742018,87248.49,56065.74,125960,1946529,1356793
"3713",6742020,87394.875,55807.445,125960,1630844,1946529
"3714",6742025,88655.47,57162.367,125960,1460810,1946529
"3715",6742031,89903.91,59180.05,125960,1460810,941766
"3716",6742032,90293.66,59698.707,125920,1460810,941766
"3717",6742033,88870.664,57827.74,125960,1485960,1946529
"3718",6742034,89286.93,58452.473,125960,1946529,1485960
"3719",6742035,102632.375,78753.56,125960,1630892,1625884
"3720",6742037,102748.07,79047.74,125960,1625884,1630892
"3721",6742038,102834.21,79433.15,125960,1630892,1625884
"3722",6742046,98534.72,115866.54,126080,1915109,1670599
"3723",6742048,98500.37,116209.48,126080,1670599,1915109
"3724",6742053,97649.664,117407.34,126040,1670599,1915109
"3725",6742103,70643.664,123393.52,126000,2141821,1403298
"3726",6742106,71075.26,123438.88,126000,2141821,1403298
"3727",6742112,71874.766,123542.78,126000,2141821,1380817
"3728",6742116,74725.03,123487.23,126000,2141821,1420342
"3729",6742122,67742.12,123092.82,126000,2141821,1403298
"3730",6742123,87346.29,123892.06,126000,2141821,1670599
"3731",6742130,93097.5,131201.83,126000,1946124,1728847
"3732",6742131,90260.055,129252.234,126000,1946124,1027911
"3733",6742133,90473.2,129387.6,126000,1946124,1027911
"3734",6742134,56894.22,126555.8,126000,1946632,1395664
"3735",6742149,56528.215,126782.63,126000,1393903,1946632
"3736",6742163,51645.707,130804.9,126000,1946632,1420612
"3737",6742169,47513.543,131347.17,126000,1946632,1028407
"3738",6742171,47331.59,131244.73,126000,1028407,1946632
"3739",6742240,18087.004,123616.11,126000,1838139,1382022
"3740",6742244,14679.5625,121833.65,126000,1838129,1617669
"3741",6742250,15275.986,121402.45,126000,1617669,1838129
"3742",6742252,15871.579,122217.445,125960,1617669,1838129
"3743",6742253,15175.001,122109.016,125960,1617669,1838129
"3744",6742255,17052.44,122237.31,126000,1838159,1564350
"3745",6742576,18512.447,123990.21,125880,1382022,1838139
"3746",6742577,18701.805,123997.4,125880,1838139,1382022
"3747",6742578,70931.34,51992.344,130000,1946518,1484840
"3748",6742582,85123.664,57644.785,129960,1485960,1460810
"3749",6742584,88597.3,59764.156,129960,1630857,1463843
"3750",6742599,91306.64,60766.65,129960,1630857,1625586
"3751",6742604,92953.516,62163.184,129960,1625586,1630857
"3752",6742606,93622.3,62710.406,130000,1630857,1625586
"3753",6742608,94586.53,63893.18,130000,1630857,1625586
"3754",6742609,95069.42,64461.82,130000,1625586,1630857
"3755",6742610,96093.914,65867.445,130040,1630857,1420457
"3756",6742612,96639.7,66227.89,130040,1420457,1630857
"3757",6742617,97249.234,66805.97,129920,1420457,1630857
"3758",6742619,105433.59,97736.94,130000,1583047,1849438
"3759",6742621,105042.13,98948.414,130000,1849438,1583047
"3760",6742624,103767.89,104808.7,130040,1844758,1583124
"3761",6742648,102348.95,116755.61,130000,1630368,1635500
"3762",6742654,102107.93,113882.19,130000,1630368,1635500
"3763",6742658,97927.72,129899.945,130000,1844259,1027978
"3764",6742662,96905.57,130754.42,130000,1648444,1844259
"3765",6742664,96742.72,130896.945,130000,1844259,1648444
"3766",6742665,96837.41,131252.47,130000,1614229,1844259
"3767",6742672,96420.81,131220.45,130000,1844259,1648444
"3768",6742676,96124.34,131763.7,130000,1844259,1915065
"3769",6742677,96246.13,131583.8,130000,1915065,1844259
"3770",6742678,95968.625,131492.62,130000,1391139,1844259
"3771",6742680,95634.1,131651.14,130000,1844259,1391139
"3772",6742684,94168.78,131770.81,130000,1844259,519936
"3773",6742686,93509.83,131702.03,130000,519936,1844259
"3774",6742689,92984.34,131518.9,130000,1368030,1844259
"3775",6742697,91123.695,130769.34,130000,1844259,1728847
"3776",6742699,91365.336,130789.41,130000,1844259,1728847
"3777",6742702,88913.24,129679.29,130000,1844259,1027917
"3778",6742715,71738.08,123206.34,130000,2141816,1380863
"3779",6742721,61884.508,122143.14,130000,2141816,1621894
"3780",6742729,53357.95,127743.164,130000,2141991,1357861
"3781",6742733,49358.89,132143.97,130000,1028383,1530414
"3782",6742734,49573.562,131920.02,130000,1530414,1028383
"3783",6742735,45816,133897.56,130040,1524397,1051929
"3784",6742737,44929.812,133467.86,130040,1051929,1524397
"3785",6742738,43479.96,133128.58,130040,1524397,1199282
"3786",6742739,44206.586,133493.52,130040,1946906,1199282
"3787",6742741,25480.398,99305.01,130040,1946914,1621926
"3788",6742771,40285.96,68646.29,129960,915979,1315028
"3789",6742772,40153.992,68726.164,129960,1315028,915979
"3790",6742773,39351.43,69923.164,129960,1946941,1315028
"3791",6742775,38972.75,70073.3,129960,915979,1946941
"3792",6742777,41718.918,67298.76,129960,1946941,1590351
"3793",6742780,41958.316,66813.58,129960,575119,1946941
"3794",6742782,42505.69,65984.92,129960,575853,1946941
"3795",6742788,42824.23,65156.043,129960,579543,575853
"3796",6742793,43082.57,64232.324,129960,1946941,579543
"3797",6742801,53399.24,55423.812,129960,1946941,1416278
"3798",6742826,54971.676,54814.684,129960,1946941,579543
"3799",6742828,54669.01,55224.59,129960,1501820,1946941
"3800",6742832,55662.016,54845.434,129960,1946941,1501820
"3801",6742851,94723.16,131286.45,134000,2237579,1648444
"3802",6742854,94402.62,131275.02,134000,2237579,1648444
"3803",6742856,94024.14,131255.69,134000,2237579,1648444
"3804",6742859,91616.38,130698.016,134000,2237579,519936
"3805",6742865,89952.8,129889.32,134000,2237579,1368019
"3806",6742870,87467.23,128656.36,134000,2237579,1027917
"3807",6742882,37992.38,127933.82,134040,1628857,1419083
"3808",6742886,37383.08,127733.96,134040,1419083,1628857
"3809",6742947,34089.938,125836.01,134160,1403308,1628857
"3810",6742952,34179.867,125964.98,134160,1628857,1403114
"3811",6742956,35822.8,126731.125,133960,1465269,1628857
"3812",6742958,36076.363,126943.58,133960,1628857,1465269
"3813",6742974,29711.246,117013.04,134000,1380806,1630931
"3814",6742977,30518.7,114566.08,134000,1630931,1380795
"3815",6742984,29640.303,111731.44,134000,1380835,1630931
"3816",6742986,28574.852,109573.66,134000,1630931,1380835
"3817",6742987,28263.518,109170.76,134000,1380835,1630931
"3818",6742988,27362.42,107667.58,134000,1630931,1380835
"3819",6742991,25917.71,106500.87,134000,1504562,1630931
"3820",6742998,24667.37,104494.11,134040,1504562,1630931
"3821",6743004,24584.402,103189.01,134000,1507391,1630931
"3822",6743010,24531.941,102722.28,133960,1507391,1630931
"3823",6743019,22620.73,97460.95,134000,1947056,1621894
"3824",6743037,39753.145,67873.06,133920,579865,1590351
"3825",6743057,40228.742,67571.875,133920,1947073,1590351
"3826",6743059,41689.266,65886.266,133920,1947073,575853
"3827",6743307,82981.75,58069.676,134320,939008,1941139
"3828",6743310,81571.36,57288.75,134320,1485960,1941139
"3829",6743311,92478.81,62698.27,134000,1941112,1420457
"3830",6743317,93281.64,63640.28,134000,1941112,1420457
"3831",6743367,103652.45,97669.99,134000,1844758,1635500
"3832",6743377,103036.79,100845.65,133880,1635500,1844758
"3833",6743389,45948.242,102655.016,133960,1947175,1574558
"3834",6743419,51870.562,99267.57,129240,1403059,1947175
"3835",6743471,42767.406,106385.72,141600,1574558,1947175
"3836",6743487,42430.453,105841.1,140200,1574558,1947175
"3837",6743489,42517.55,105696.76,140120,1574558,1947175
"3838",6743490,42224.363,106057.33,140600,1574558,1947175
"3839",6743493,42018.598,106279.664,140720,1947175,1574558
"3840",6743496,42508.457,105923.97,140520,1574558,1947175
"3841",6743499,41688.87,106512.66,140440,1574558,1947175
"3842",6743510,40839.027,108457.69,140520,1403019,1947175
"3843",6743511,41163.156,107265.73,140520,1403059,1947175
"3844",6743515,38373.613,107433.266,140520,1650965,1403034
"3845",6743517,38709.12,107414.67,140520,1403034,1650965
"3846",6743745,46079.047,60793.035,133960,2237530,1416198
"3847",6743747,54494.418,55931.523,133960,1416278,1345907
"3848",6743748,44499.91,93852.97,133920,1947305,1504562
"3849",6743763,38129.99,96144.62,137560,1507391,1947305
"3850",6743822,38447.84,96770.266,137880,1947305,1504562
"3851",6743824,38814.516,96763.39,137880,1947305,1504562
"3852",6743839,33294.074,70740.734,137920,579865,1590954
"3853",6743843,35729.676,69204.49,137920,2144742,1591064
"3854",6743845,40112.332,65550.516,137920,2144742,1416207
"3855",6743861,95629,69269.14,137920,1623477,1941112
"3856",6743867,102032.63,88022.336,138040,1623477,1947377
"3857",6743892,101134.805,102666.1,138000,1623583,1947377
"3858",6743896,101750.99,102925.22,137960,1623477,1947377
"3859",6743897,87000.266,128737.99,138000,2237579,1728847
"3860",6743902,85431.27,127769.875,138000,1669206,1027923
"3861",6743913,67864.305,120897.125,138000,1941491,1380884
"3862",6743915,67640.35,120988.78,138000,1380884,1941491
"3863",6743923,53111.01,125317.305,138000,2141986,1357861
"3864",6743926,52941.035,125692.11,138000,2141986,1357861
"3865",6743933,51211.37,128082.47,138000,2141986,1367992
"3866",6743938,48991.184,129840.125,138000,2141986,1028395
"3867",6743941,27125.627,121708.414,138040,1947448,1403308
"3868",6744218,19432.559,102948.83,138960,1632624,1504562
"3869",6744220,19073.113,102722.17,138960,1632624,1504562
"3870",6744222,18903.729,102586.26,138960,1504562,1632624
"3871",6744227,40884.426,107048.19,137960,1574536,1650996
"3872",6744228,41381.48,107395.055,137960,1650996,1574536
"3873",6744229,39980.16,106384.8,138040,1650965,1574536
"3874",6744230,36115.703,105868.97,137960,1403059,1650954
"3875",6744231,37513.793,105695.97,137960,1650954,1403059
"3876",6744232,45310.57,61611.434,137960,2144742,1420530
"3877",6744236,46285.227,59541.684,142040,2144742,1416227
"3878",6744238,46256.875,59180.316,142040,2144742,1941525
"3879",6744251,41408.36,62979.47,140320,1590846,1941525
"3880",6744252,41643.902,62900.926,140320,1590846,1941525
"3881",6744254,43036.695,61806.254,140320,1590846,1941525
"3882",6744276,38602.305,64478.7,142040,1941525,1590846
"3883",6744277,38786.367,64465.92,142040,1590846,1941525
"3884",6744278,39933.516,63712.043,142040,1941525,1590846
"3885",6744279,67363.77,54012.066,142040,2144532,1669233
"3886",6744281,97107.125,93377.97,142000,1947619,1443798
"3887",6744303,96494.89,94099.086,142000,1486628,1947619
"3888",6744306,94835.14,96648.14,142160,1486628,1795850
"3889",6744307,94456.86,102074,142040,1381896,1795850
"3890",6744308,95295.26,106144.71,142040,1795850,1381871
"3891",6744310,94825.35,103716.15,142040,1947652,1381871
"3892",6744315,95193.35,105482.734,142040,1381871,1947652
"3893",6744325,96096.67,121893.31,142080,1420356,1743305
"3894",6744331,91604.695,129250.41,142080,1648349,1941622
"3895",6744332,91452.19,129315.695,142080,1941622,1648349
"3896",6744333,90492.57,129257.38,142080,1623277,1941622
"3897",6744367,87915.94,129091.234,142000,2141981,519936
"3898",6744372,86952.29,129196.9,142000,2141981,1941636
"3899",6744375,86556.445,129196.91,142000,1941636,2141981
"3900",6744395,82414.84,126035.66,142000,2141981,1027911
"3901",6744414,66642.945,119820.33,142000,1947734,1380874
"3902",6744422,65544.29,119318.266,142000,1380817,1947734
"3903",6744439,63683.945,119981.734,142000,1396899,1947734
"3904",6744445,63015.895,119683.98,142000,1396899,1947734
"3905",6744450,62269.094,119463.76,142000,1396899,1947734
"3906",6744456,50992.58,126245.09,142000,2141986,1367987
"3907",6744475,38626.49,108927.94,142000,1992981,1393334
"3908",6744485,38699.49,109121.445,142000,1393334,1830716
"3909",6744488,39134.12,109259.66,142000,1830716,1393334
"3910",6744507,36576.9,108504.58,142080,1393334,1940065
"3911",6744526,33557.023,108629.49,142000,1393309,1940065
"3912",6744527,32623.268,109119.43,142000,1940065,1393309
"3913",6744528,34213.35,108232.016,142000,1947796,1393309
"3914",6745524,94431.93,98697.8,141920,1381896,1795850
"3915",6745526,41163.56,107491.72,142000,1947175,1403019
"3916",6745529,42244.934,106773.36,142000,1947175,1574558
"3917",6745532,35727.6,96484.61,146000,1825661,1507382
"3918",6745533,29690.197,98566.266,146000,1948145,909450
"3919",6745601,27302.268,98337.49,143640,1948163,1948145
"3920",6745605,27071.125,98861.77,143640,1948145,1948163
"3921",6745750,27876.994,100284.14,145920,1948145,909450
"3922",6745766,39177.164,66146.37,145960,1420539,1646655
"3923",6745767,38245.008,67094.74,145920,1646655,1420539
"3924",6745769,42483.67,63601.688,146040,2237517,1416198
"3925",6745776,44361.805,62187.89,146040,1646655,1501887
"3926",6745777,43248.523,62952.55,146040,2237517,1416198
"3927",6745778,43986.215,62591.414,146040,2237517,1416198
"3928",6745779,63915.324,55447.004,146040,2144532,1420496
"3929",6745782,64418.1,55379.395,146040,1420496,2144532
"3930",6745784,67608.93,55281.953,146040,1486416,1669233
"3931",6745785,66870.31,55261.383,146040,1669233,1486416
"3932",6745786,69327.14,56041.46,146040,1569036,1348581
"3933",6745797,78101.734,58992.82,146040,1669245,1576054
"3934",6745806,77207.28,58415.242,146080,1591667,1669233
"3935",6745809,75172.914,57801.42,146080,1669233,1569036
"3936",6745814,70517.516,56167.48,146040,2144532,1348581
"3937",6745827,93552.37,102537.625,146040,1948259,1381884
"3938",6745831,93781.266,103157.15,146040,1381884,1948259
"3939",6745832,93546.49,100007.05,146080,1381884,1423994
"3940",6745837,93383.58,101463.484,146400,1381884,1423994
"3941",6745858,96421.26,112173.69,146000,1477335,1795850
"3942",6745860,96522.555,112833.8,146000,1795850,1477335
"3943",6745861,96509.57,113499.95,146000,1941947,1435458
"3944",6745863,86655.28,126978.25,146000,1671510,1623277
"3945",6745928,85387.95,126983.26,146000,1941636,1027959
"3946",6745932,85103.41,126890.06,146000,519936,1941636
"3947",6745940,86190.74,127454.48,145560,1941636,1391139
"3948",6745942,86074.22,127540.51,145560,1941636,1027959
"3949",6745950,85542.47,127485.65,145520,519936,1941636
"3950",6745994,66773.45,118920.92,146000,2141830,1392132
"3951",6746020,62609.867,119391.95,146000,2141830,1396899
"3952",6746022,63563.754,119141.83,146000,2141830,1396899
"3953",6746024,64681.62,118683.16,146000,2141830,1380874
"3954",6746026,65668.09,119022.305,146000,2141830,1392132
"3955",6746040,52374.246,124205.18,146000,1942065,1393903
"3956",6746045,51456.01,124719.82,146000,1367992,1942065
"3957",6746053,49778.875,125155.42,146000,1942065,1028389
"3958",6746067,49408.25,126908.14,146000,1051916,1942065
"3959",6746073,49489.33,127163.53,146040,992125,1942065
"3960",6746095,47757.605,122789.9,145960,992139,1051922
"3961",6746442,43829.934,120111.875,145960,1934094,1622319
"3962",6746451,47613.78,122490.125,146080,992139,1051922
"3963",6746467,19220.434,102916.2,146000,1941807,1450492
"3964",6746476,18566.027,102925.97,146000,1941807,1618144
"3965",6746491,38613.707,66784.086,146000,2237517,1420539
"3966",6746494,38432.945,66741.06,146000,2237517,1646655
"3967",6746508,80835.83,89859.37,146000,1948530,1486628
"3968",6746510,80674.086,89859.5,146000,1486628,1948530
"3969",6746537,77777.46,101179.51,146000,1948546,1569151
"3970",6746577,78117.92,99826.53,142000,1569151,1948546
"3971",6746578,77415.445,100160.24,142000,1948546,1569151
"3972",6746582,74990.02,124815.04,150000,1948575,1027917
"3973",6746591,58813.7,118291.445,150000,2141839,1392036
"3974",6746594,59569.527,118346.195,150000,1392036,2141839
"3975",6746607,54853.09,120648.67,150000,1967714,1403093
"3976",6746622,52473.305,122262.055,150000,1597410,1967714
"3977",6746623,54510.87,120724.64,150000,1967714,1403093
"3978",6746624,49055.62,123585.64,149960,1860345,1597410
"3979",6746939,25428.318,86386.59,150000,1632624,1590910
"3980",6746941,28889.947,77867.6,150000,1646634,1590872
"3981",6746943,65843.79,60207.2,150040,2144532,1348581
"3982",6746946,67101.36,59523.176,150040,1632556,1569029
"3983",6746947,69118.266,59933.305,150040,1669233,1486416
"3984",6746951,92359.805,84284.26,150040,1948700,1569102
"3985",6746998,92696.414,82830.31,149920,1948715,1569102
"3986",6747015,91442.8,87275.31,149920,1948700,1569102
"3987",6747016,90889.93,88430.39,149920,1948738,1569102
"3988",6747088,80533.46,90431.59,150000,1948530,1486628
"3989",6747142,85041.76,101090.98,150000,1948773,1576508
"3990",6747144,84784.78,101179.1,150000,1576508,1948773
"3991",6747145,84020.15,101476.914,150000,1948773,1576508
"3992",6747146,83402.88,101971.055,150000,1570785,1948773
"3993",6748597,61530.758,78505.73,161920,1568990,1463866
"3994",6748598,62210.402,78976.78,161920,1463866,1568990
"3995",6748599,62440.547,78226.42,161960,2149760,1568990
"3996",6748601,88040.95,80964.08,161960,1949256,1576108
"3997",6748614,84279.72,81060.45,163960,1591667,1949256
"3998",6748626,81496.41,91535.555,162000,1949271,1576129
"3999",6748628,81689.27,91702.41,162000,1576129,1949271
"4000",6748633,81961.195,91945.49,162000,1949271,1576129
"4001",6748636,83729.78,91486.02,162000,1569091,1949271
"4002",6748642,83588.664,92124.305,162120,1569091,1949271
"4003",6748643,83017.375,92214.05,162120,1949271,1569091
"4004",6748644,82787.51,92184.54,162120,1569091,1949271
"4005",6748664,80172.37,90850.01,156800,1949271,1576129
"4006",6748673,83524.65,92221.82,152560,1949305,1576129
"4007",6748675,83395.04,92050.625,152560,1576129,1949305
