Id;Label;timeset;type;outline;outline_width;name;unit_id;Weighted Degree;Cluster
40;578783;;ellipse;"#000000";1;paratroch_III_dr_2;578783;5;0
41;579543;;ellipse;"#000000";1;EC_D_sg3r_1 579544;579543;11;0
42;579865;;ellipse;"#000000";1;EC_D_sg3r_2 579866;579865;11;0
43;580213;;ellipse;"#000000";1;MUSlong_D_sg3r_6;580213;21;0
44;582306;;ellipse;"#000000";1;MUSlong_D_sg3r_5;582306;10;0
45;583190;;ellipse;"#000000";1;MUSlong_D_sg0r_1;583190;12;0
46;587391;;ellipse;"#000000";1;MUSlong_V_sg1r_10;587391;10;11
47;587962;;ellipse;"#000000";1;MUSlong_V_sg1r_9;587962;10;11
48;592728;;ellipse;"#000000";1;MUSlong_V_sg1r_8;592728;7;11
49;593488;;ellipse;"#000000";1;MUSlong_V_sg0r_4;593488;13;11
50;593849;;ellipse;"#000000";1;MUSlong_V_sg1r_12;593849;5;11
51;594344;;ellipse;"#000000";1;MUSlong_V_sg2r_7;594344;3;11
52;600071;;ellipse;"#000000";1;MUSlong_V_sg2r_6;600071;6;11
53;604671;;ellipse;"#000000";1;MUSlong_V_sg1r_11;604671;9;11
54;607961;;ellipse;"#000000";1;paratroch_I_vr_2;607961;2;11
55;608173;;ellipse;"#000000";1;paratroch_I_vr_1;608173;7;11
56;608926;;ellipse;"#000000";1;EC_V_sg1r_1 608927;608926;1;11
57;609098;;ellipse;"#000000";1;EC_V_sg1r_2 609099;609098;11;11
58;708532;;ellipse;"#000000";1;EC_V_heald MS2 support cell 708533;708532;3;7
59;804282;;ellipse;"#000000";1;MUSob-ant_m-pp_sg1r_1;804282;9;4
60;805516;;ellipse;"#000000";1;EC_V_heard 805517;805516;1;7
61;826263;;ellipse;"#000000";1;EC_D_sg3r 826264;826263;10;0
62;844338;;ellipse;"#000000";1;EC_V_sg1l 844339;844338;5;5
63;851742;;ellipse;"#000000";1;EC_D_headr 851742;851742;2;13
64;870685;;ellipse;"#000000";1;MUSph r 870686;870685;4;5
65;888787;;ellipse;"#000000";1;MUSchae_notAac_sg1r_3;888787;40;4
66;909450;;ellipse;"#000000";1;MUSchae_notAac_sg3r_2;909450;41;0
67;914153;;ellipse;"#000000";1;EC_V_sg1l_muscle-attachment 914154;914153;17;5
68;915979;;ellipse;"#000000";1;EC_D_sg3r 915980;915979;11;0
69;936192;;ellipse;"#000000";1;paratroch_III_dl_2;936192;4;8
70;939008;;ellipse;"#000000";1;MUSlong_D_sg3l_7;939008;8;8
71;939698;;ellipse;"#000000";1;EC_D_sg3r_paratrocharea;939698;2;3
72;940016;;ellipse;"#000000";1;paratroch_II_dl_2;940016;5;3
73;941766;;ellipse;"#000000";1;MUSlong_D_sg2l_9;941766;21;8
74;942028;;ellipse;"#000000";1;MUSlong_D_sg0l_9;942028;13;8
75;942233;;ellipse;"#000000";1;MUSlong_D_sg0l_7;942233;10;8
76;942898;;ellipse;"#000000";1;MUSlong_D_sg0l_8;942898;14;8
77;943145;;ellipse;"#000000";1;MUSlong_D_sg1l_12;943145;18;8
78;943540;;ellipse;"#000000";1;MUSlong_D_sg0l_6;943540;7;8
79;944377;;ellipse;"#000000";1;MUSlong_D_sg0l_4;944377;10;8
80;944941;;ellipse;"#000000";1;paratroch_I_dl_1;944941;6;6
81;945427;;ellipse;"#000000";1;MUSlong_D_sg1l_13;945427;11;8
82;959690;;ellipse;"#000000";1;MUSant_r_1;959690;6;7
83;960268;;ellipse;"#000000";1;MUSant_r_2;960268;10;7
84;979532;;ellipse;"#000000";1;EC_V_sg1l_8 979533;979532;4;6
85;979707;;ellipse;"#000000";1;MUSob-post_neuDlong_sg1l_4;979707;7;6
86;992096;;ellipse;"#000000";1;paratroch_III_vl_2;992096;12;5
87;992125;;ellipse;"#000000";1;paratroch_III_vr_2;992125;3;11
88;992139;;ellipse;"#000000";1;paratroch_III_vr_1;992139;10;11
89;992309;;ellipse;"#000000";1;paratroch_III_dr_1;992309;1;0
90;992318;;ellipse;"#000000";1;paratroch_III_dl_1;992318;5;1
91;992337;;ellipse;"#000000";1;paratroch_II_vl_4;992337;4;5
92;992344;;ellipse;"#000000";1;paratroch_II_vl_3;992344;9;5
93;992355;;ellipse;"#000000";1;paratroch_II_vl_2;992355;5;3
94;992365;;ellipse;"#000000";1;paratroch_II_vl_1;992365;5;3
95;992374;;ellipse;"#000000";1;paratroch_II_vr_4;992374;8;2
96;992383;;ellipse;"#000000";1;paratroch_II_vr_3;992383;11;2
97;992401;;ellipse;"#000000";1;paratroch_II_vr_1;992401;1;11
98;992419;;ellipse;"#000000";1;paratroch_II_dr_3;992419;3;0
99;992429;;ellipse;"#000000";1;paratroch_II_dl_3;992429;6;8
100;992438;;ellipse;"#000000";1;paratroch_I_dr_2;992438;22;4
101;992446;;ellipse;"#000000";1;paratroch_I_dr_1;992446;6;4
102;992455;;ellipse;"#000000";1;paratroch_I_dl_2;992455;3;6
103;1027864;;ellipse;"#000000";1;MUSlong_V_sg2l_1;1027864;8;5
104;1027911;;ellipse;"#000000";1;MUSlong_V_sg2l_3;1027911;27;5
105;1027917;;ellipse;"#000000";1;MUSlong_V_sg3l_3;1027917;12;5
106;1027923;;ellipse;"#000000";1;MUSlong_V_sg2l_4;1027923;6;5
107;1027959;;ellipse;"#000000";1;MUSlong_V_sg3l_6;1027959;19;5
108;1027978;;ellipse;"#000000";1;MUSac_neuPV_sg2l_3;1027978;17;5
109;1028364;;ellipse;"#000000";1;MUSlong_V_sg2r_3;1028364;1;2
110;1028383;;ellipse;"#000000";1;MUSlong_V_sg2r_5;1028383;5;11
111;1028389;;ellipse;"#000000";1;MUSlong_V_sg3r_5;1028389;9;11
112;1028395;;ellipse;"#000000";1;MUSlong_V_sg3r_6;1028395;3;11
113;1028401;;ellipse;"#000000";1;MUSlong_V_sg3r_7;1028401;5;11
114;1028407;;ellipse;"#000000";1;MUSac_neuAV_sg3r_1;1028407;13;11
115;1028616;;ellipse;"#000000";1;MUSac_neuPV_sg2l_2;1028616;8;5
116;1028750;;ellipse;"#000000";1;MUSac_neuPV_sg2l_1;1028750;16;3
117;1029097;;ellipse;"#000000";1;MUSchae_neuAVt_sg2l_1;1029097;11;3
118;1029530;;ellipse;"#000000";1;MUSchae_neuVob_sg2l_2;1029530;4;3
119;1031618;;ellipse;"#000000";1;MUSlong_V_sg2r_8;1031618;2;11
120;1032061;;ellipse;"#000000";1;MUSac_neuPV_sg2r_1;1032061;19;2
121;1033010;;ellipse;"#000000";1;MUSac_neuPV_sg2r_3;1033010;3;2
122;1050298;;ellipse;"#000000";1;acicula_neuro_sg3r;1050298;40;10
123;1050377;;ellipse;"#000000";1;acicula_neuro_sg2l;1050377;33;3
124;1050419;;ellipse;"#000000";1;acicula_neuro_sg1l;1050419;24;6
125;1050989;;ellipse;"#000000";1;acicula_neuro_sg1r;1050989;10;4
126;1051076;;ellipse;"#000000";1;MUSac_neuPV_sg2r_2;1051076;15;2
127;1051916;;ellipse;"#000000";1;MUSac_neuPV_sg3r_1;1051916;17;11
128;1051922;;ellipse;"#000000";1;MUSac_neuPV_sg3r_2;1051922;18;11
129;1051929;;ellipse;"#000000";1;MUSac_neuAV_sg3r_2;1051929;14;11
130;1057387;;ellipse;"#000000";1;MUSlong_V_sg2l_9;1057387;21;5
131;1059857;;ellipse;"#000000";1;acicula_neuro_sg3l;1059857;20;1
132;1076839;;ellipse;"#000000";1;akrotroch_l1;1076839;3;7
133;1113608;;ellipse;"#000000";1;metatroch_vr_3;1113608;3;7
134;1114055;;ellipse;"#000000";1;metatroch_vr_2;1114055;1;7
135;1136703;;ellipse;"#000000";1;MUSac_neuAV_sg1r_1;1136703;11;11
136;1137108;;ellipse;"#000000";1;MUSac_neuPV_sg1r_1;1137108;5;9
137;1137595;;ellipse;"#000000";1;MUSac_neuPV_sg1r_2;1137595;17;11
138;1145279;;ellipse;"#000000";1;MUSac_neuAV_sg1r_2;1145279;13;11
139;1150049;;ellipse;"#000000";1;ciliatedGland_r1;1150049;1;7
140;1179299;;ellipse;"#000000";1;acicula_noto_sg1l;1179299;13;6
141;1179702;;ellipse;"#000000";1;acicula_noto_sg1r;1179702;9;4
142;1179725;;ellipse;"#000000";1;acicula_noto_sg2r;1179725;42;2
143;1180354;;ellipse;"#000000";1;acicula_noto_sg3l;1180354;28;1
144;1199282;;ellipse;"#000000";1;MUSac_neuAV_sg3r_3;1199282;2;11
145;1203965;;ellipse;"#000000";1;metatroch_vr_1;1203965;1;7
146;1204373;;ellipse;"#000000";1;metatroch_vr_4;1204373;5;11
147;1204562;;ellipse;"#000000";1;akrotroch_l2;1204562;2;7
148;1204576;;ellipse;"#000000";1;metatroch_vl_1;1204576;2;7
149;1204752;;ellipse;"#000000";1;MUSll_sg0r_4;1204752;2;7
150;1230301;;ellipse;"#000000";1;MUSac_neuAV_sg2r_1;1230301;14;2
151;1231018;;ellipse;"#000000";1;MUSac_neuAV_sg2r_3;1231018;23;2
152;1238488;;ellipse;"#000000";1;MUSlong_V_sg1l_7;1238488;8;5
153;1238904;;ellipse;"#000000";1;MUSac_neure_sg1r_1;1238904;13;4
154;1273303;;ellipse;"#000000";1;CB_pigment_sg1 1273304;1273303;2;7
155;1273836;;ellipse;"#000000";1;ectoderm 1273837;1273836;2;8
156;1273900;;ellipse;"#000000";1;pigment_cell_AEl6;1273900;2;7
157;1274024;;ellipse;"#000000";1;pygidial_pigment_cell 1274025;1274024;1;11
158;1275010;;ellipse;"#000000";1;MUSchae_neuAVt_sg3l_1;1275010;11;1
159;1276376;;ellipse;"#000000";1;MUSlong_V_sg2l_5;1276376;2;5
160;1276831;;ellipse;"#000000";1;MUSlong_V_sg1l_3;1276831;14;5
161;1277115;;ellipse;"#000000";1;MUSlong_V_sg1l_2;1277115;23;5
162;1277150;;ellipse;"#000000";1;MUSlong_V_sg0l_3;1277150;30;5
163;1277257;;ellipse;"#000000";1;MUSph r 1277258;1277257;1;5
164;1278649;;ellipse;"#000000";1;vacuolar_cell_head1;1278649;12;11
165;1278748;;ellipse;"#000000";1;ECl_pyg 1278749;1278748;2;1
166;1279612;;ellipse;"#000000";1;MUSob-post_neuV_sg3r_2;1279612;12;10
167;1282806;;ellipse;"#000000";1;Glia pigmented 1282807;1282806;1;7
168;1294947;;ellipse;"#000000";1;akrotroch_r4;1294947;3;7
169;1294978;;ellipse;"#000000";1;covercell7clock_ant;1294978;1;7
170;1297905;;ellipse;"#000000";1;EC_V_sg1l rad glia 1297906;1297905;1;9
171;1298402;;ellipse;"#000000";1;paratroch_II_dl_1;1298402;10;3
172;1299789;;ellipse;"#000000";1;paratroch_II_vr_2;1299789;5;2
173;1303054;;ellipse;"#000000";1;covercell2clock_ant;1303054;3;8
174;1305955;;ellipse;"#000000";1;MUSac_neuDach_sg1l_1;1305955;27;6
175;1306699;;ellipse;"#000000";1;EC_D_heard_nuchal 1306700;1306699;6;0
176;1308387;;ellipse;"#000000";1;EC_V_sg0rr 1308388;1308387;13;11
177;1314620;;ellipse;"#000000";1;MUSlong_V_sg2l_2;1314620;18;5
178;1315028;;ellipse;"#000000";1;MUSac_notA_sg3r_1;1315028;27;0
179;1322371;;ellipse;"#000000";1;EC_D_heard 1322371;1322371;16;7
180;1323988;;ellipse;"#000000";1;EC_V_sg3r rad glia 1323989;1323988;2;1
181;1328001;;ellipse;"#000000";1;paratroch_III_vr_3;1328001;1;10
182;1331741;;ellipse;"#000000";1;CB_pigment 1331742;1331741;2;7
183;1334352;;ellipse;"#000000";1;CB_pigment_sg2 1334353;1334352;6;5
184;1335104;;ellipse;"#000000";1;CB_pigment 1335105;1335104;3;5
185;1339215;;ellipse;"#000000";1;EC_D_sg1l 1339216;1339215;1;6
186;1339663;;ellipse;"#000000";1;MUSlong_D_sg0l_10;1339663;5;8
187;1339675;;ellipse;"#000000";1;MUSant_r_4;1339675;3;7
188;1339705;;ellipse;"#000000";1;putMUS 1339706;1339705;7;8
189;1339712;;ellipse;"#000000";1;MUSlong_D_sg0l_11;1339712;7;8
190;1339741;;ellipse;"#000000";1;MUStrans_sg1l_5;1339741;5;6
191;1339753;;ellipse;"#000000";1;MUSob-ant_l-pp_sg1l_1;1339753;17;6
192;1340166;;ellipse;"#000000";1;ecto fragment 1340167;1340166;1;3
193;1343040;;ellipse;"#000000";1;MUSob-post_neuV_sg3l_3;1343040;8;1
194;1345883;;ellipse;"#000000";1;EC_D_sg3 back cell 1;1345883;10;8
195;1345899;;ellipse;"#000000";1;EC_D_sg3l back middle;1345899;3;8
196;1345907;;ellipse;"#000000";1;EC_D_sg3 back cell 4;1345907;9;0
197;1345915;;ellipse;"#000000";1;CB_pigment_sg3 1345916;1345915;7;8
198;1347179;;ellipse;"#000000";1;EC_V_pygl 1347180;1347179;2;1
199;1348077;;ellipse;"#000000";1;EC_V_sg1l chaetal sac 1348078;1348077;2;6
200;1348569;;ellipse;"#000000";1;MUSlong_D_sg0l_5;1348569;9;8
201;1348581;;ellipse;"#000000";1;MUSlong_D_sg2l_6;1348581;21;8
202;1352396;;ellipse;"#000000";1;MUSob-post_sg0l_1;1352396;17;5
203;1352604;;ellipse;"#000000";1;MUSob-post_sg0l_2;1352604;5;5
204;1356116;;ellipse;"#000000";1;MUSant_l_4;1356116;6;7
205;1356793;;ellipse;"#000000";1;MUSlong_D_sg2l_7;1356793;15;8
206;1356912;;ellipse;"#000000";1;MUSlong_V_headr3;1356912;23;11
207;1357352;;ellipse;"#000000";1;hemichaetal_sg1l_noto-3_1;1357352;4;6
208;1357861;;ellipse;"#000000";1;MUSlong_V_sg2r_2;1357861;11;11
209;1357867;;ellipse;"#000000";1;MUSlong_V_sg1r_4;1357867;13;11
210;1358976;;ellipse;"#000000";1;MUSpr-vt;1358976;14;7
211;1363832;;ellipse;"#000000";1;circumacicular_sg1l_neuro_4;1363832;40;6
212;1364724;;ellipse;"#000000";1;chaeta_sg2l_noto-9;1364724;17;3
213;1364742;;ellipse;"#000000";1;chaeta_sg2l_noto-8;1364742;23;3
214;1364762;;ellipse;"#000000";1;chaeta_sg2l_noto-7;1364762;17;8
215;1364782;;ellipse;"#000000";1;chaeta_sg2l_noto-6;1364782;25;3
216;1364818;;ellipse;"#000000";1;chaeta_sg2l_noto-1;1364818;2;3
217;1364846;;ellipse;"#000000";1;chaeta_sg2l_noto-4;1364846;16;3
218;1364858;;ellipse;"#000000";1;chaeta_sg2l_noto-3;1364858;12;3
219;1366261;;ellipse;"#000000";1;EC_D_sg2r 1366262;1366261;1;0
220;1367987;;ellipse;"#000000";1;MUSlong_V_sg3r_4;1367987;6;11
221;1367992;;ellipse;"#000000";1;MUSlong_V_sg3r_3;1367992;10;11
222;1368008;;ellipse;"#000000";1;MUSlong_V_headr2;1368008;42;11
223;1368019;;ellipse;"#000000";1;MUSlong_V_sg3l_4;1368019;21;5
224;1368025;;ellipse;"#000000";1;MUSlong_V_pygl;1368025;6;1
225;1368030;;ellipse;"#000000";1;MUSlong_V_sg3l_5;1368030;16;5
226;1368040;;ellipse;"#000000";1;MUSlong_D_sg0l_1;1368040;3;8
227;1368417;;ellipse;"#000000";1;MUSlong_V_sg2l_10;1368417;6;5
228;1368881;;ellipse;"#000000";1;MUSant_l_1;1368881;3;7
229;1372508;;ellipse;"#000000";1;nuchal_dl3;1372508;5;8
230;1372518;;ellipse;"#000000";1;nuchal_dl2;1372518;9;8
231;1372528;;ellipse;"#000000";1;nuchal_dl1;1372528;1;8
232;1374103;;ellipse;"#000000";1;CB_pigment 1374104;1374103;1;7
233;1374210;;ellipse;"#000000";1;EC_V_heald 1374211;1374210;1;7
234;1377355;;ellipse;"#000000";1;chaeta_sg2l_neuro-6;1377355;12;3
235;1377364;;ellipse;"#000000";1;chaeta_sg2l_neuro-4;1377364;10;3
236;1377371;;ellipse;"#000000";1;chaeta_sg2l_neuro-7;1377371;10;3
237;1377380;;ellipse;"#000000";1;chaeta_sg2l_neuro-10;1377380;15;9
238;1377405;;ellipse;"#000000";1;chaeta_sg2l_neuro-5;1377405;10;3
239;1377410;;ellipse;"#000000";1;chaeta_sg2l_neuro-3;1377410;9;3
240;1377420;;ellipse;"#000000";1;chaeta_sg2l_noto-5;1377420;11;3
241;1377794;;ellipse;"#000000";1;chaeta_sg2l_neuro-1;1377794;8;3
242;1377800;;ellipse;"#000000";1;chaeta_sg2l_neuro-2;1377800;17;3
243;1378941;;ellipse;"#000000";1;MUSob-post_neuV_sg2r_1;1378941;6;2
244;1380795;;ellipse;"#000000";1;MUSob-ant_m-pp_sg3r_2;1380795;8;0
245;1380806;;ellipse;"#000000";1;MUSob-ant_re_sg3r_7;1380806;24;10
246;1380817;;ellipse;"#000000";1;MUSax_sg2r_1;1380817;9;1
247;1380835;;ellipse;"#000000";1;MUSob-ant_m-pp_sg3r_1;1380835;19;0
248;1380843;;ellipse;"#000000";1;MUSax_sg1r_4;1380843;9;9
249;1380855;;ellipse;"#000000";1;MUSob-ant_re_sg3l_8;1380855;21;1
250;1380874;;ellipse;"#000000";1;MUSax_sg3l_1;1380874;12;1
251;1380884;;ellipse;"#000000";1;MUSax_sg3r_1;1380884;10;1
252;1381077;;ellipse;"#000000";1;MUSob-post_notV_sg2r_2;1381077;4;2
253;1381112;;ellipse;"#000000";1;MUSob-post_noty_sg2r_1;1381112;17;2
254;1381121;;ellipse;"#000000";1;meso 1381122;1381121;3;2
255;1381871;;ellipse;"#000000";1;MUSob-ant_m-pp_sg3l_2;1381871;9;1
256;1381884;;ellipse;"#000000";1;MUSac_neuDach_sg3l_1;1381884;23;1
257;1381896;;ellipse;"#000000";1;MUSob-ant_m-pp_sg3l_1;1381896;14;1
258;1381906;;ellipse;"#000000";1;MUSax_sg1l_4;1381906;9;9
259;1381916;;ellipse;"#000000";1;MUSax_sg1l_3;1381916;6;7
260;1381926;;ellipse;"#000000";1;MUSob-ant_m-pp_sg1l_1;1381926;19;6
261;1381937;;ellipse;"#000000";1;MUSob-ant_re_sg1l_6;1381937;25;6
262;1381952;;ellipse;"#000000";1;MUSob-post_notV_sg2r_1;1381952;1;2
263;1381967;;ellipse;"#000000";1;MUSob-post_notV_sg2r_3;1381967;7;2
264;1381977;;ellipse;"#000000";1;MUSob-post_neuV_sg2r_7;1381977;3;2
265;1381985;;ellipse;"#000000";1;MUSob-post_neuV_sg2r_3;1381985;9;2
266;1382011;;ellipse;"#000000";1;MUSob-post_neuDprox_sg2r_3;1382011;20;0
267;1382022;;ellipse;"#000000";1;MUSob-post_neuDlong_sg2r_4;1382022;16;2
268;1382545;;ellipse;"#000000";1;MUSob-ant_trans_sg3l_1;1382545;2;3
269;1382622;;ellipse;"#000000";1;MUSob-ant_m-pp_sg3l_3;1382622;6;1
270;1383560;;ellipse;"#000000";1;EC_D_heald 1383561;1383560;4;7
271;1385530;;ellipse;"#000000";1;EC_V_pygl 1385531;1385530;5;1
272;1385536;;ellipse;"#000000";1;pygidial_pigment_cell  1385537;1385536;2;1
273;1387747;;ellipse;"#000000";1;ectoderm 1387748;1387747;1;5
274;1388881;;ellipse;"#000000";1;MUSly_r_1;1388881;2;5
275;1391139;;ellipse;"#000000";1;MUSlong_V_sg3l_7;1391139;15;5
276;1391745;;ellipse;"#000000";1;MUSax_sg1l_2;1391745;5;7
277;1391754;;ellipse;"#000000";1;MUSob-ant_m-pp_sg2l_1;1391754;14;3
278;1392036;;ellipse;"#000000";1;MUSob-post_notV_sg3r_2;1392036;4;0
279;1392050;;ellipse;"#000000";1;MUSob-post_neuV_sg3r_3;1392050;3;10
280;1392132;;ellipse;"#000000";1;MUSob-post_noty_sg3l_1;1392132;15;1
281;1392152;;ellipse;"#000000";1;MUSob-post_notV_sg3l_1;1392152;3;1
282;1392209;;ellipse;"#000000";1;MUSob-post_neuV_sg3l_1;1392209;3;1
283;1392216;;ellipse;"#000000";1;MUStrans_pygl_1;1392216;8;1
284;1392222;;ellipse;"#000000";1;MUStrans_pygl_2;1392222;13;1
285;1392567;;ellipse;"#000000";1;MUSob-post_neuV_sg3l_2;1392567;9;1
286;1392730;;ellipse;"#000000";1;imMUSchae_neuVob_sg3l1;1392730;2;5
287;1393284;;ellipse;"#000000";1;MUSob-ant_re_sg3r_5;1393284;17;10
288;1393309;;ellipse;"#000000";1;MUSchae_neuDac_sg3r_4;1393309;36;10
289;1393334;;ellipse;"#000000";1;MUSchae_neuDac_sg3r_2;1393334;38;10
290;1393903;;ellipse;"#000000";1;MUSlong_V_sg3r_1;1393903;4;11
291;1393960;;ellipse;"#000000";1;MUSob-ant_re_sg3r_6;1393960;9;10
292;1394518;;ellipse;"#000000";1;MUSob-post_neuV_sg2l_7;1394518;8;3
293;1394755;;ellipse;"#000000";1;EC_circumchaetal_sg2l_neuro-3_5;1394755;7;3
294;1394977;;ellipse;"#000000";1;EC_V_sg1r with long process 1394978;1394977;1;11
295;1395614;;ellipse;"#000000";1;MUSob-ant_arc_sg2r_2;1395614;7;9
296;1395664;;ellipse;"#000000";1;MUSlong_V_sg1r_2;1395664;11;11
297;1395670;;ellipse;"#000000";1;MUSlong_V_sg1r_1;1395670;9;11
298;1395692;;ellipse;"#000000";1;MUSlong_V_sg1r_3;1395692;19;11
299;1395717;;ellipse;"#000000";1;MUSlong_V_sg1r_6;1395717;17;11
300;1395731;;ellipse;"#000000";1;MUSlong_V_sg1r_7;1395731;11;11
301;1396714;;ellipse;"#000000";1;MUSob-post_neuV_sg1l_2;1396714;14;6
302;1396739;;ellipse;"#000000";1;MUSob-post_neuV_sg1l_5;1396739;8;6
303;1396762;;ellipse;"#000000";1;MUSob-post_neuV_sg1l_4;1396762;5;6
304;1396899;;ellipse;"#000000";1;MUSob-post_noty_sg3r_1;1396899;18;1
305;1396918;;ellipse;"#000000";1;MUSob-post_notV_sg3r_1;1396918;5;0
306;1397746;;ellipse;"#000000";1;MUSob-ant_arc_sg2l_3;1397746;14;9
307;1397762;;ellipse;"#000000";1;MUSob-ant_arc_sg2l_4;1397762;15;9
308;1397815;;ellipse;"#000000";1;MUSac_notM_sg1l_2;1397815;28;6
309;1398380;;ellipse;"#000000";1;MUSpl_r_1;1398380;19;7
310;1398407;;ellipse;"#000000";1;pigment_cell_AEr3;1398407;1;7
311;1398775;;ellipse;"#000000";1;MUSac_neuDach_sg2l_1;1398775;22;3
312;1399532;;ellipse;"#000000";1;EC_V_sg2l_armpit 1399533;1399532;37;3
313;1399726;;ellipse;"#000000";1;EC_D_sg2l 1399727;1399726;6;8
314;1399974;;ellipse;"#000000";1;MUSob-ant_l-pp_sg2l_2;1399974;5;5
315;1400420;;ellipse;"#000000";1;chaeta_sg3r_noto-8;1400420;5;0
316;1400441;;ellipse;"#000000";1;chaeta_sg3r_noto-7;1400441;21;0
317;1400447;;ellipse;"#000000";1;chaeta_sg3r_noto-4;1400447;16;0
318;1400452;;ellipse;"#000000";1;chaeta_sg3r_noto-5;1400452;21;0
319;1400458;;ellipse;"#000000";1;chaeta_sg3r_noto-1;1400458;12;0
320;1400463;;ellipse;"#000000";1;chaeta_sg3r_noto-3;1400463;16;0
321;1400469;;ellipse;"#000000";1;chaeta_sg3r_noto-2;1400469;7;0
322;1400474;;ellipse;"#000000";1;acicula_noto_sg3r;1400474;15;0
323;1403019;;ellipse;"#000000";1;MUSchae_neuDac_sg3r_5;1403019;6;10
324;1403034;;ellipse;"#000000";1;MUSchae_neuDac_sg3r_1;1403034;21;10
325;1403048;;ellipse;"#000000";1;MUSchae_neuDac_sg3r_3;1403048;9;10
326;1403059;;ellipse;"#000000";1;MUSac_neuDy_sg3r_1;1403059;12;10
327;1403075;;ellipse;"#000000";1;MUSob-post_neuDdist_sg3rc1;1403075;8;10
328;1403084;;ellipse;"#000000";1;MUSob-post_neuDlong_sg3r_4;1403084;16;10
329;1403093;;ellipse;"#000000";1;MUSob-post_neuV_sg3r_1;1403093;5;10
330;1403105;;ellipse;"#000000";1;MUSob-ant_m-pp_sg3r_3;1403105;4;1
331;1403114;;ellipse;"#000000";1;MUSob-ant_re_sg3r_3;1403114;23;10
332;1403298;;ellipse;"#000000";1;MUSob-ant_arc_sg3r_3;1403298;14;10
333;1403308;;ellipse;"#000000";1;MUSob-ant_re_sg3r_4;1403308;9;10
334;1403316;;ellipse;"#000000";1;MUSob-ant_re_sg3r_1;1403316;5;10
335;1403325;;ellipse;"#000000";1;MUSchae_Are_sg3r_1;1403325;6;10
336;1403336;;ellipse;"#000000";1;MUSob-post_neuV_sg2r_2;1403336;5;2
337;1403353;;ellipse;"#000000";1;MUSob-post_neuDlong_sg2r_5;1403353;5;2
338;1404314;;ellipse;"#000000";1;MUSob-post_sg0r_1;1404314;20;6
339;1404341;;ellipse;"#000000";1;MUStrans_sg0r_4;1404341;6;7
340;1404358;;ellipse;"#000000";1;MUSax_sg1r_2;1404358;9;7
341;1404388;;ellipse;"#000000";1;MUSax_sg1r_3;1404388;9;7
342;1404400;;ellipse;"#000000";1;MUSax_sg1r_1;1404400;12;7
343;1404405;;ellipse;"#000000";1;MUSax_sg1l_1;1404405;7;7
344;1405120;;ellipse;"#000000";1;mouth 1405121;1405120;1;5
345;1405233;;ellipse;"#000000";1;MUSch_l_2;1405233;3;7
346;1405261;;ellipse;"#000000";1;MUStrans_sg0l_1;1405261;17;7
347;1405336;;ellipse;"#000000";1;MUSlong_V_sg0l_2;1405336;18;5
348;1405464;;ellipse;"#000000";1;MUSlong_V_headl6;1405464;8;7
349;1406273;;ellipse;"#000000";1;EC_V_heard 1406274;1406273;11;7
350;1406310;;ellipse;"#000000";1;EC_V_headr 1406311;1406310;1;7
351;1407366;;ellipse;"#000000";1;EC_V_sg2r rad glia 1407367;1407366;3;1
352;1407695;;ellipse;"#000000";1;EC_D_heald 1407696;1407695;4;13
353;1407718;;ellipse;"#000000";1;EC_D_heard 1407719;1407718;8;13
354;1408570;;ellipse;"#000000";1;MUStrans_pygr_1;1408570;7;0
355;1408621;;ellipse;"#000000";1;EC_V_heald 1408622;1408621;2;5
356;1408946;;ellipse;"#000000";1;ER_circumchaetal_sg3r_noto-1_3;1408946;8;0
357;1408956;;ellipse;"#000000";1;MUSchae_notAac_sg3r_3;1408956;13;0
358;1409107;;ellipse;"#000000";1;EC_V_heald 1409108;1409107;1;7
359;1409122;;ellipse;"#000000";1;EC_V_head 1409123;1409122;3;5
360;1409133;;ellipse;"#000000";1;EC_V_headr 1409134;1409133;2;5
361;1409181;;ellipse;"#000000";1;MUSlong_V_headr6;1409181;16;7
362;1409196;;ellipse;"#000000";1;MUStrans_sg0r_4;1409196;13;7
363;1409275;;ellipse;"#000000";1;EC_V_heald 1409276;1409275;1;5
364;1409943;;ellipse;"#000000";1;EC_V_heard 1409944;1409943;1;5
365;1410714;;ellipse;"#000000";1;EC_V_heard_ middle_muscleanchored;1410714;9;11
366;1410921;;ellipse;"#000000";1;EC_D_heard 1410922;1410921;11;7
367;1411919;;ellipse;"#000000";1;EC_V_heald 1411920;1411919;6;5
368;1413524;;ellipse;"#000000";1;flat glia 1413525;1413524;2;1
369;1414358;;ellipse;"#000000";1;MUSob-ant_arc_sg3l_2;1414358;9;1
370;1414384;;ellipse;"#000000";1;MUSob-ant_arc_sg3l_1;1414384;5;1
371;1415385;;ellipse;"#000000";1;MUSchae_neuAVo_sg3l_3;1415385;8;1
372;1416066;;ellipse;"#000000";1;vacuolar_cell_head3;1416066;20;5
373;1416162;;ellipse;"#000000";1;MUSlong_D_sg0r_8;1416162;14;0
374;1416180;;ellipse;"#000000";1;MUSlong_D_sg1r_8;1416180;20;0
375;1416192;;ellipse;"#000000";1;EC 1416193;1416192;1;7
376;1416198;;ellipse;"#000000";1;MUSlong_D_sg2r_5;1416198;21;0
377;1416207;;ellipse;"#000000";1;MUSlong_D_sg3r_4;1416207;15;0
